SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
SALASAR, EQ, 31-Aug-2021,300.6,302,304.7,292.1,298.45,300.45,297.3,66885,198.85,3013,25724,38.46
SALONA, EQ, 31-Aug-2021,197.2,198,200,190.1,193.2,193.95,194.18,5204,10.11,189,3357,64.51
SALSTEEL, BE, 31-Aug-2021,11.35,11.9,11.9,11.9,11.9,11.9,11.9,27877,3.32,114, -, -
SALZERELEC, EQ, 31-Aug-2021,152.6,152.6,153.45,147.2,147.5,148.45,149.96,73369,110.03,2662,41585,56.68
SAMBHAAV, BE, 31-Aug-2021,2.9,3,3,2.8,2.8,2.8,2.81,21647,0.61,65, -, -
SANCO, EQ, 31-Aug-2021,8.4,8.8,8.8,8.25,8.55,8.6,8.59,7784,0.67,63,6060,77.85
SANDESH, EQ, 31-Aug-2021,796.05,815.85,815.85,792.05,793,794.65,796.28,1348,10.73,141,805,59.72
SANDHAR, EQ, 31-Aug-2021,285.1,286.4,299.75,286.4,292.15,293.3,294.36,358258,1054.55,14265,135547,37.84
SANGAMIND, EQ, 31-Aug-2021,136.5,136.55,137.8,132.1,133.5,132.85,134.07,8884,11.91,237,5693,64.08
SANGHIIND, EQ, 31-Aug-2021,68.9,69.45,74.6,69,73.7,73.9,72.99,2728696,1991.69,17154,1191563,43.67
SANGHVIMOV, EQ, 31-Aug-2021,179.05,180,181.95,177.2,177.25,179.2,179.51,57102,102.5,1300,35047,61.38
SANGINITA, EQ, 31-Aug-2021,28.6,30.3,31.4,29.25,29.25,29.7,30.47,445484,135.75,2523,239777,53.82
SANOFI, EQ, 31-Aug-2021,8816.7,8892,9090,8819.4,9050,9013.8,8943.71,27381,2448.88,6776,17153,62.65
SANWARIA, BZ, 31-Aug-2021,0.7,0.7,0.7,0.65,0.7,0.65,0.66,1627576,10.68,586, -, -
SARDAEN, BE, 31-Aug-2021,720.4,720.4,750,710,721,726.85,730.91,27001,197.35,1055, -, -
SAREGAMA, BE, 31-Aug-2021,3297.65,3250,3350,3248,3254.5,3266.2,3288.25,5791,190.42,997, -, -
SARLAPOLY, EQ, 31-Aug-2021,44,43.95,45.35,43.15,43.55,43.35,44.27,317253,140.43,3636,182831,57.63
SARVESHWAR, SM, 31-Aug-2021,20.25,21.15,21.25,20.7,21.25,21.25,21.19,33600,7.12,20,32000,95.24
SASKEN, EQ, 31-Aug-2021,1320.2,1337,1400,1336.25,1364,1362.45,1378.06,147032,2026.19,11730,57064,38.81
SASTASUNDR, BE, 31-Aug-2021,297.85,305,311,300.2,301,301.05,304.68,25123,76.55,252, -, -
SATIA, EQ, 31-Aug-2021,94.55,95,100.95,94,98,98.45,97.78,484863,474.08,3617,200165,41.28
SATIN, EQ, 31-Aug-2021,79.95,80.8,83.25,78.75,79.55,79.9,80.98,126382,102.35,2835,49640,39.28
SBCL, EQ, 31-Aug-2021,171.2,176.3,176.3,170.45,172.95,172.6,173.76,29363,51.02,635,21377,72.8
SBICARD, EQ, 31-Aug-2021,1094.85,1090,1160.95,1080.35,1144.9,1140.55,1124.41,3348741,37653.42,102718,1677936,50.11
SBIETFCON, EQ, 31-Aug-2021,66.96,67,68.6,67,68.6,68.53,67.89,19932,13.53,160,19908,99.88
SBIETFIT, EQ, 31-Aug-2021,347.85,349.99,351.67,345,351.25,349.93,349.31,3946,13.78,156,2566,65.03
SBIETFPB, EQ, 31-Aug-2021,188.07,187,189,185.1,188.39,188.31,187.2,978,1.83,46,915,93.56
SBIETFQLTY, EQ, 31-Aug-2021,149.77,151,151,148.87,150.99,150.5,149.97,1403,2.1,79,904,64.43
SBILIFE, EQ, 31-Aug-2021,1180.7,1180.7,1194.5,1171.65,1191,1192.05,1187.57,1719768,20423.46,42832,1017152,59.14
SBIN, EQ, 31-Aug-2021,422.7,423.85,427,418.7,425.6,426.05,423.86,26262421,111317.13,189725,11285270,42.97
SCAPDVR, BE, 31-Aug-2021,5.75,6,6,5.5,6,6,5.88,1160885,68.24,1032, -, -
SCHAEFFLER, EQ, 31-Aug-2021,7173.85,7175.05,7298.5,7060,7225,7250.6,7224.02,24649,1780.65,7219,14616,59.3
SCHAND, EQ, 31-Aug-2021,114.1,115,115.95,112.5,114.1,114.65,114.19,45509,51.97,671,31055,68.24
SCHNEIDER, EQ, 31-Aug-2021,118.4,118.75,119.7,117.4,117.8,117.85,118.41,522099,618.21,6078,193020,36.97
SCI, EQ, 31-Aug-2021,106.3,106.75,106.75,104.75,106,105.8,105.65,1209066,1277.41,7374,545113,45.09
SDBL, EQ, 31-Aug-2021,39.4,39.85,40.95,38.9,39.9,39.9,40.21,88570,35.61,682,56804,64.13
SEAMECLTD, EQ, 31-Aug-2021,727.55,727.55,772,719,771,763.3,748.76,362330,2712.99,3480,333618,92.08
SECL, SM, 31-Aug-2021,21,21.45,21.45,21.45,21.45,21.45,21.45,3000,0.64,1,3000,100
SECURKLOUD, EQ, 31-Aug-2021,137,139,164.4,138,164.4,164.4,156.72,1538009,2410.32,28149,481313,31.29
SELAN, EQ, 31-Aug-2021,139.1,138.9,142.7,137.7,138.85,139.1,140.06,56894,79.68,1511,35298,62.04
SEPOWER, EQ, 31-Aug-2021,8.1,8.5,8.5,7.8,7.85,7.85,7.93,23221,1.84,135,15232,65.6
SEQUENT, EQ, 31-Aug-2021,232.15,235,235,228.1,229.7,229.3,231,553399,1278.37,11320,270512,48.88
SERVOTECH, SM, 31-Aug-2021,24.95,23.85,25.95,23.8,25.95,25.95,24.35,16000,3.9,4,16000,100
SESHAPAPER, EQ, 31-Aug-2021,178.1,175.4,178.25,174,174.1,175.85,176.75,27416,48.46,1258,11930,43.51
SETCO, EQ, 31-Aug-2021,19.45,20,20,19.2,19.25,19.3,19.44,144909,28.17,503,99348,68.56
SETF10GILT, EQ, 31-Aug-2021,205.6,224.1,237.98,204.5,204.51,204.51,208.75,128,0.27,15,75,58.59
SETFGOLD, EQ, 31-Aug-2021,4206.6,4213.95,4213.95,4185,4193,4191.8,4197.71,4556,191.25,811,3119,68.46
SETFNIF50, EQ, 31-Aug-2021,172.7,173.95,174.84,170.55,174.84,174.43,173.41,173041,300.07,1547,110339,63.76
SETFNIFBK, EQ, 31-Aug-2021,363.54,365,370.68,356.27,364.06,364.8,364.57,230639,840.84,847,194845,84.48
SETFNN50, EQ, 31-Aug-2021,425.38,426,435.55,425,428.01,431.66,429.44,14149,60.76,466,11691,82.63
SETUINFRA, BE, 31-Aug-2021,1.3,1.35,1.35,1.35,1.35,1.35,1.35,64180,0.87,22, -, -
SEYAIND, EQ, 31-Aug-2021,59.6,59.65,60,57.3,57.5,57.5,58.55,6384,3.74,210,5084,79.64
SFL, EQ, 31-Aug-2021,2333.5,2343.5,2421.1,2326.5,2411.45,2407.45,2386.37,27255,650.4,4881,14829,54.41
SGBAPR28I, GB, 31-Aug-2021,4727.18,4725,4732,4701,4730,4713.82,4716.13,229,10.8,36,95,41.48
SGBAUG24, GB, 31-Aug-2021,4702.71,4725,4725,4672.01,4695,4699.62,4696.83,204,9.58,42,187,91.67
SGBAUG27, GB, 31-Aug-2021,4684.66,4684.66,4739.79,4651,4691,4691,4695.4,52,2.44,17,51,98.08
SGBAUG28V, GB, 31-Aug-2021,4719.95,4720,4750,4680,4706.05,4706.87,4717.88,3331,157.15,449,2794,83.88
SGBAUG29V, GB, 31-Aug-2021,4705.81,4705.81,4750,4670,4680,4684.13,4701.59,217,10.2,68,124,57.14
SGBDC27VII, GB, 31-Aug-2021,4660,4663,5090,4663,4710,4706.67,4845.34,93,4.51,19,62,66.67
SGBDEC25, GB, 31-Aug-2021,4900,4762.85,4900,4762.85,4900,4900,4854.28,6,0.29,3,6,100
SGBDEC25XI, GB, 31-Aug-2021,4680.01,4700,4700,4700,4700,4700,4700,3,0.14,1,3,100
SGBDEC26, GB, 31-Aug-2021,4652,4660,4660,4655,4655,4656.04,4656.04,5,0.23,5,5,100
SGBFEB24, GB, 31-Aug-2021,4704.9,4746,4746,4688,4700,4696.18,4711.76,97,4.57,16,82,84.54
SGBFEB27, GB, 31-Aug-2021,4745.99,4745,4745,4641,4734.99,4734.99,4714,4,0.19,3,3,75
SGBFEB29XI, GB, 31-Aug-2021,4691.05,4680,4700,4680,4682,4685.65,4686.96,40,1.87,22,30,75
SGBJ28VIII, GB, 31-Aug-2021,4657.5,4658,4658,4657,4657,4657,4657.17,6,0.28,2,6,100
SGBJAN27, GB, 31-Aug-2021,4695,4650,4740,4640,4740,4740,4658.33,6,0.28,3,6,100
SGBJAN29IX, GB, 31-Aug-2021,4700,4710,4724.99,4650,4681,4689.18,4690.91,341,16,60,329,96.48
SGBJAN29X, GB, 31-Aug-2021,4700.93,4702,4702,4690,4690,4698.84,4698.1,43,2.02,23,43,100
SGBJU29III, GB, 31-Aug-2021,4681.8,4700,4700,4685,4685,4685,4688.94,35,1.64,13,35,100
SGBJUL25, GB, 31-Aug-2021,4749.97,4667,4675,4667,4671.9,4671.9,4672.24,38,1.78,5,38,100
SGBJUL27, GB, 31-Aug-2021,4680.8,4680.8,4680.8,4680.8,4680.8,4680.8,4680.8,6,0.28,3,6,100
SGBJUL28IV, GB, 31-Aug-2021,4689.83,4689,4695,4680,4689.8,4689.8,4685.43,185,8.67,43,181,97.84
SGBJUL29IV, GB, 31-Aug-2021,4701.75,4702,4720,4682.2,4682.2,4695.6,4697.84,143,6.72,46,132,92.31
SGBJUN27, GB, 31-Aug-2021,4657.33,4700,4746,4645.33,4672.5,4672.5,4671.16,44,2.06,12,33,75
SGBJUN28, GB, 31-Aug-2021,4677.44,4677.44,4699,4655,4671,4671.68,4676.91,306,14.31,50,222,72.55
SGBJUN29II, GB, 31-Aug-2021,4687.08,4675,4742,4675,4688,4691.5,4689.55,31,1.45,15,26,83.87
SGBMAR24, GB, 31-Aug-2021,4696.66,4676,4735,4675,4700,4700,4699.67,30,1.41,7,28,93.33
SGBMAR25, GB, 31-Aug-2021,4685,4650,4739.93,4650,4687.06,4687.05,4687.05,303,14.2,36,271,89.44
SGBMAR28X, GB, 31-Aug-2021,4695.55,4701,4701,4672,4699.99,4699.99,4676.12,85,3.97,8,80,94.12
SGBMAY25, GB, 31-Aug-2021,4681.14,4681,4705,4656.03,4673,4672.6,4676.08,60,2.81,13,56,93.33
SGBMAY26, GB, 31-Aug-2021,4773,4770,4770,4646,4668,4672.66,4672.39,18,0.84,8,10,55.56
SGBMAY28, GB, 31-Aug-2021,4697,4653.01,4690,4653.01,4681,4681,4680.33,383,17.93,68,344,89.82
SGBMAY29I, GB, 31-Aug-2021,4697.47,4700,4700,4683,4695,4692,4692.49,476,22.34,89,466,97.9
SGBMR29XII, GB, 31-Aug-2021,4704.63,4705,4718,4689,4700,4700,4703.86,226,10.63,54,193,85.4
SGBN28VIII, GB, 31-Aug-2021,4740,4740,4755,4720,4740,4723.63,4737.3,73,3.46,30,64,87.67
SGBNOV23, GB, 31-Aug-2021,4746,4749,4749,4704,4704,4704,4710.44,7,0.33,3,6,85.71
SGBNOV24, GB, 31-Aug-2021,4710,4720,4749,4681,4681,4685.9,4696.48,70,3.29,22,61,87.14
SGBNOV26, GB, 31-Aug-2021,4656.2,4659,4715,4659,4715,4715,4664.38,26,1.21,6,26,100
SGBOC28VII, GB, 31-Aug-2021,4729.13,4660,4765,4660,4701,4705.05,4703.29,32,1.51,14,27,84.38
SGBOCT25, GB, 31-Aug-2021,4666,4779.99,4779.99,4671,4671,4671,4736.58,17,0.81,5,17,100
SGBOCT25IV, GB, 31-Aug-2021,4700,4750,4750,4743,4743,4743,4748.25,8,0.38,4,8,100
SGBOCT25V, GB, 31-Aug-2021,4661,4819,4819,4749.99,4749.99,4749.99,4784.5,2,0.1,2,2,100
SGBOCT27, GB, 31-Aug-2021,4700,4755,4755,4755,4755,4755,4755,10,0.48,1,10,100
SGBOCT27VI, GB, 31-Aug-2021,4695,4693,4694,4666.4,4694,4694,4691.9,25,1.17,8,24,96
SGBSEP24, GB, 31-Aug-2021,4732.05,4690.05,4690.05,4690,4690,4690,4690.01,4,0.19,3,4,100
SGBSEP27, GB, 31-Aug-2021,4687,4739.99,4739.99,4734.97,4734.97,4734.97,4738.74,20,0.95,2,20,100
SGBSEP28VI, GB, 31-Aug-2021,4761.46,4761.46,4761.46,4746,4757.99,4755.19,4751.69,221,10.5,39,204,92.31
SGIL, EQ, 31-Aug-2021,153.4,152.5,168,152.5,160,159.55,158.81,10052,15.96,211,7662,76.22
SGL, EQ, 31-Aug-2021,13.6,13.3,14.25,13.3,13.8,13.6,13.63,20587,2.81,160,13615,66.13
SHAKTIPUMP, EQ, 31-Aug-2021,726.6,733,734,716.7,717.6,717.95,723.06,33656,243.35,2345,22389,66.52
SHALBY, EQ, 31-Aug-2021,192.05,190.2,200,190.2,195.8,195.85,197.07,648346,1277.7,13255,212090,32.71
SHALPAINTS, EQ, 31-Aug-2021,95.15,95.2,95.85,94.15,95,94.85,94.88,63043,59.82,1270,36369,57.69
SHANKARA, EQ, 31-Aug-2021,556.8,556.5,564.25,540.05,543,543.25,552.15,81724,451.24,6809,30357,37.15
SHANTIGEAR, EQ, 31-Aug-2021,184.75,183.05,185.2,177.05,178,178,181.89,185604,337.6,13423,51182,27.58
SHARDACROP, EQ, 31-Aug-2021,318.75,320.3,320.3,313,315.45,315.6,315.5,49350,155.7,2515,24155,48.95
SHARDAMOTR, BE, 31-Aug-2021,649.85,635,670,630,642.6,645.4,641.01,6680,42.82,315, -, -
SHAREINDIA, EQ, 31-Aug-2021,506.8,508,548,508,532,533,525.42,44631,234.5,2298,25714,57.61
SHARIABEES, EQ, 31-Aug-2021,442.17,447,447,440,447,446.45,442.46,880,3.89,43,862,97.95
SHEMAROO, EQ, 31-Aug-2021,111.75,108.2,116.5,108.2,112.2,112.2,114.45,54162,61.99,1130,28239,52.14
SHIL, BE, 31-Aug-2021,370.7,375.9,380,360.6,370,374.5,370.59,44999,166.76,636, -, -
SHILPAMED, EQ, 31-Aug-2021,572,571.9,592.8,569,575.7,576.3,580.23,643363,3732.97,17849,198523,30.86
SHIVAMAUTO, EQ, 31-Aug-2021,22.25,22.65,22.8,22.15,22.35,22.3,22.41,25126,5.63,198,17022,67.75
SHIVAMILLS, EQ, 31-Aug-2021,85.55,88.7,89.8,87.5,89.8,89.3,89.13,71936,64.12,584,35999,50.04
SHIVATEX, EQ, 31-Aug-2021,192.65,190.35,195.95,187.25,189.25,189.2,190.65,14549,27.74,476,6855,47.12
SHK, EQ, 31-Aug-2021,150.75,151.6,153.5,145.65,147.5,147.5,148.53,253434,376.42,5225,130660,51.56
SHOPERSTOP, EQ, 31-Aug-2021,240.35,240.6,244.75,239.3,240.3,240.7,241.84,117191,283.41,3565,39431,33.65
SHRADHA, EQ, 31-Aug-2021,64.2,70,75,64.2,64.95,66.5,68.24,524043,357.63,4932,370808,70.76
SHREDIGCEM, EQ, 31-Aug-2021,79.55,80.1,83.45,79,80.65,80.8,81.11,552315,448,6256,174994,31.68
SHREECEM, EQ, 31-Aug-2021,27157.85,27150,28469,27048.75,28250,28287.9,27945.25,102061,28521.2,25295,60443,59.22
SHREEPUSHK, EQ, 31-Aug-2021,183.75,186,199,179.05,194.05,195.35,192.66,767037,1477.81,11507,342139,44.61
SHREERAMA, EQ, 31-Aug-2021,11.85,12.2,12.25,11.6,11.9,11.95,11.9,94367,11.23,424,60596,64.21
SHRENIK, EQ, 31-Aug-2021,1.55,1.55,1.6,1.55,1.55,1.55,1.57,1109857,17.44,867,647371,58.33
SHREYANIND, EQ, 31-Aug-2021,124.95,128.5,128.5,123.85,125.7,124.9,125.71,19777,24.86,512,12290,62.14
SHREYAS, EQ, 31-Aug-2021,305.8,312,312,290.55,290.55,291.1,297.9,165126,491.91,6700,96064,58.18
SHRIPISTON, BE, 31-Aug-2021,904.15,906,918,900,900,902.4,911.12,284,2.59,29, -, -
SHRIRAMCIT, EQ, 31-Aug-2021,2075.25,2093.4,2115,2016,2106,2096.75,2074.83,105513,2189.21,12794,61505,58.29
SHRIRAMEPC, EQ, 31-Aug-2021,4.55,4.75,4.75,4.7,4.75,4.75,4.75,314917,14.96,189,195607,62.11
SHYAMCENT, EQ, 31-Aug-2021,12.3,12.8,12.8,11.7,11.7,11.7,11.91,281077,33.47,774,221603,78.84
SHYAMMETL, EQ, 31-Aug-2021,394.6,394,399,387.95,391.9,391.65,393.26,476321,1873.16,15015,199404,41.86
SICAL, EQ, 31-Aug-2021,11.25,11.6,11.6,11.2,11.5,11.4,11.33,102469,11.61,362,64965,63.4
SIEMENS, EQ, 31-Aug-2021,2258.4,2271.4,2288.4,2256,2270.2,2272.4,2273.68,339959,7729.57,19752,144093,42.39
SIGIND, EQ, 31-Aug-2021,47.15,48.1,48.2,47.25,47.5,47.3,47.46,8443,4.01,216,5601,66.34
SIL, BE, 31-Aug-2021,15,14.35,15.4,14.35,15.35,15.35,14.71,2375,0.35,19, -, -
SILGO, EQ, 31-Aug-2021,34.65,34.65,34.65,33.25,33.9,33.85,33.98,6428,2.18,77,3969,61.75
SILINV, BE, 31-Aug-2021,282,280,286,280,281.2,281.7,280.7,3478,9.76,16, -, -
SILLYMONKS, EQ, 31-Aug-2021,18.25,18.75,20.05,18.05,20.05,20.05,19.68,20671,4.07,75,15640,75.66
SIMBHALS, BE, 31-Aug-2021,28.15,28,29.55,26.85,29,28.3,28.72,32205,9.25,186, -, -
SIMPLEXINF, EQ, 31-Aug-2021,37.05,37.75,37.9,36.8,37,37.1,37.22,40144,14.94,430,28060,69.9
SINTERCOM, EQ, 31-Aug-2021,85.5,85.75,85.75,84,84,84,84.2,8722,7.34,60,7456,85.48
SINTEX, EQ, 31-Aug-2021,3.8,3.8,3.9,3.8,3.8,3.8,3.84,716578,27.51,981,526195,73.43
SIRCA, EQ, 31-Aug-2021,335.6,338,338.8,330.8,333.05,334.45,334.42,24016,80.32,1223,14503,60.39
SIS, EQ, 31-Aug-2021,477.3,477.5,487,476,478,478.6,481.6,154890,745.95,7417,79430,51.28
SITINET, EQ, 31-Aug-2021,1.55,1.55,1.6,1.5,1.5,1.5,1.51,3366777,50.9,663,1358505,40.35
SIYSIL, EQ, 31-Aug-2021,366.3,374.9,377.3,363.1,367.15,366.6,370.23,75698,280.26,11248,44574,58.88
SJVN, EQ, 31-Aug-2021,26.2,26.3,26.5,26.1,26.4,26.3,26.3,1102052,289.87,3279,422127,38.3
SKFINDIA, EQ, 31-Aug-2021,3040.3,3064,3100,3024.8,3073,3078.75,3065.31,90739,2781.43,9123,38849,42.81
SKIL, EQ, 31-Aug-2021,4.25,4.45,4.45,4.05,4.05,4.05,4.09,107137,4.38,188,92791,86.61
SKIPPER, EQ, 31-Aug-2021,82.05,82.7,83.85,80.25,80.8,80.7,81.7,138770,113.38,3981,45123,32.52
SKMEGGPROD, EQ, 31-Aug-2021,84,84.4,86.4,82.65,83.55,83.65,84.75,135457,114.8,2263,39567,29.21
SMARTLINK, EQ, 31-Aug-2021,105.85,105,105.95,103,103.4,103.25,104.02,14473,15.06,458,8705,60.15
SMCGLOBAL, EQ, 31-Aug-2021,77.35,78,78,75,76,76.15,76.35,133634,102.03,2069,74914,56.06
SMLISUZU, EQ, 31-Aug-2021,573.2,578.7,578.7,565.95,571,571,570.16,19652,112.05,2957,8399,42.74
SMSLIFE, EQ, 31-Aug-2021,732.35,735.4,750,727.65,727.65,729.4,733.42,5814,42.64,519,2981,51.27
SMSPHARMA, EQ, 31-Aug-2021,172.95,172.95,177.1,171,171.05,171.25,173.51,54187,94.02,1051,29341,54.15
SNOWMAN, EQ, 31-Aug-2021,43.15,43.35,43.55,42.95,43.05,43.05,43.17,368855,159.25,2762,181047,49.08
SOBHA, EQ, 31-Aug-2021,612.15,614.9,648,612.2,624,623.05,632.86,406147,2570.32,24760,202656,49.9
SOFTTECH, SM, 31-Aug-2021,106.9,112.2,112.2,112.2,112.2,112.2,112.2,1600,1.8,1,1600,100
SOLARA, EQ, 31-Aug-2021,1601.6,1630,1637.95,1592,1622,1623.05,1623.47,63167,1025.5,4720,35429,56.09
SOLARINDS, EQ, 31-Aug-2021,1747.5,1760,1765.85,1739.9,1745,1749.45,1751.9,41481,726.7,4351,27570,66.46
SOLEX, SM, 31-Aug-2021,54.7,52,55.9,52,55.85,55.85,54.8,8000,4.38,4,6000,75
SOMANYCERA, BE, 31-Aug-2021,700.85,714,714,686,701.2,700.95,697.36,10156,70.82,872, -, -
SOMATEX, EQ, 31-Aug-2021,8.35,8.75,8.75,8.15,8.65,8.6,8.57,266169,22.8,921,155805,58.54
SOMICONVEY, EQ, 31-Aug-2021,52.4,53.95,57.6,48.2,57.6,57.15,54.94,88097,48.4,983,42261,47.97
SONACOMS, EQ, 31-Aug-2021,512.65,510,518.8,496.4,499.5,500.1,508.37,2502460,12721.78,55378,679608,27.16
SONAMCLOCK, SM, 31-Aug-2021,63,64,65.15,63,65.15,65.15,64.32,18000,11.58,6,0,0
SONATSOFTW, EQ, 31-Aug-2021,847.15,854.55,857,830,834.85,834.65,840.21,219011,1840.14,15220,94284,43.05
SORILINFRA, EQ, 31-Aug-2021,106.25,107.3,107.9,105.05,106,106.15,106.22,17612,18.71,448,9922,56.34
SOTL, EQ, 31-Aug-2021,1642.8,1654.85,1675,1602,1614,1613.1,1639.56,22420,367.59,2215,10384,46.32
SOUTHBANK, EQ, 31-Aug-2021,10.05,10.05,10.05,9.85,9.9,9.85,9.93,6122637,608.27,22388,2567623,41.94
SOUTHWEST, EQ, 31-Aug-2021,97,97.05,101.85,97.05,98.2,99.1,100.77,158988,160.22,1053,93984,59.11
SPAL, EQ, 31-Aug-2021,298.4,300,308.5,295,297.5,299.5,301.25,37068,111.67,1368,24953,67.32
SPANDANA, EQ, 31-Aug-2021,629.3,605.1,633.6,605.1,631,629.65,629.1,212791,1338.68,4084,162913,76.56
SPARC, EQ, 31-Aug-2021,300.05,298.5,303.9,294.7,300.25,300.5,299.6,1333516,3995.23,16645,322150,24.16
SPECIALITY, EQ, 31-Aug-2021,69.6,68.6,70.15,68.25,68.5,69,69,74409,51.34,1120,46505,62.5
SPENCERS, EQ, 31-Aug-2021,102.4,103,104.8,101,101.6,101.65,103.14,1066382,1099.82,8920,587622,55.1
SPENTEX, BZ, 31-Aug-2021,1.4,1.45,1.45,1.35,1.35,1.35,1.4,40241,0.56,18, -, -
SPIC, EQ, 31-Aug-2021,50.8,50.4,54.3,50.4,52.7,52.7,53.17,1057236,562.13,7088,484864,45.86
SPICEJET, EQ, 31-Aug-2021,71.4,71.1,72.5,70.5,71.3,71.3,71.32,4322328,3082.59,17828,831080,19.23
SPLIL, EQ, 31-Aug-2021,52.8,52.8,54,51.9,52.35,52.15,52.79,27985,14.77,520,15652,55.93
SPMLINFRA, BE, 31-Aug-2021,11.25,11.5,11.5,10.8,11,11.1,11.07,16728,1.85,56, -, -
SPTL, EQ, 31-Aug-2021,4,4,4.2,4,4.15,4.1,4.14,927110,38.34,927,724785,78.18
SREEL, EQ, 31-Aug-2021,159.6,163.8,179.95,160,174.75,174.8,174.41,116590,203.34,3523,57958,49.71
SREIBNPNCD, N9, 31-Aug-2021,524,524,524,524,524,524,524,5,0.03,1,5,100
SREIBNPNCD, NL, 31-Aug-2021,337,335,335,270,330,330,329.47,57,0.19,5,55,96.49
SREIBNPNCD, NP, 31-Aug-2021,228.87,260,260,230,230,230,242.53,160,0.39,7,105,65.63
SREIBNPNCD, NR, 31-Aug-2021,270,270,270,270,270,270,270,14,0.04,2,14,100
SREIBNPNCD, NU, 31-Aug-2021,270,250.3,270,250.3,265,265,264.82,55,0.15,4,54,98.18
SREIBNPNCD, Y1, 31-Aug-2021,310,300,320,300,320,320,310,2,0.01,2,1,50
SREIBNPNCD, Y2, 31-Aug-2021,306,306,306,306,306,306,306,15,0.05,3,15,100
SREIBNPNCD, Y8, 31-Aug-2021,309.8,309.8,309.8,309.8,309.8,309.8,309.8,75,0.23,3,75,100
SREINFRA, BE, 31-Aug-2021,8.5,8.5,8.9,8.45,8.9,8.9,8.84,383916,33.93,685, -, -
SRF, EQ, 31-Aug-2021,9713.1,9799,10345,9775,10185,10139.75,10066.73,972455,97894.4,137733,189917,19.53
SRHHYPOLTD, EQ, 31-Aug-2021,318.9,325,327,316,316,320.45,322.8,20592,66.47,936,14444,70.14
SRIPIPES, EQ, 31-Aug-2021,212.9,212.95,215,210,211.15,211.9,212.81,52445,111.61,1640,26620,50.76
SRPL, BE, 31-Aug-2021,31.75,31.05,31.05,31,31,31,31.02,201,0.06,4, -, -
SRTRANSFIN, EQ, 31-Aug-2021,1334.95,1335,1357,1320.5,1347.45,1352.7,1343.5,1576383,21178.74,47825,762703,48.38
SRTRANSFIN, YK, 31-Aug-2021,1041,1040,1041,1035.1,1035.1,1035.1,1037.37,150,1.56,6,150,100
SRTRANSFIN, YL, 31-Aug-2021,1074,1073,1073,1073,1073,1073,1073,10,0.11,1,10,100
SRTRANSFIN, YN, 31-Aug-2021,1333,1380,1380,1352,1352,1352,1377.75,2175,29.97,2,2175,100
SRTRANSFIN, YO, 31-Aug-2021,1028.23,1029,1031,1029,1030,1029.79,1029.79,178,1.83,6,178,100
SRTRANSFIN, YQ, 31-Aug-2021,1078.1,1078.25,1078.25,1078.25,1078.25,1078.25,1078.25,50,0.54,1,50,100
SRTRANSFIN, YR, 31-Aug-2021,1087.5,1110,1110,1100,1100,1100,1109.9,101,1.12,2,101,100
SRTRANSFIN, YS, 31-Aug-2021,1154,1165,1174,1165,1174,1174,1172.33,27,0.32,4,27,100
SRTRANSFIN, YU, 31-Aug-2021,1335,1334.9,1335,1334.9,1335,1335,1334.95,200,2.67,5,200,100
SRTRANSFIN, YV, 31-Aug-2021,1050,1029,1029,1029,1029,1029,1029,50,0.51,1,50,100
SRTRANSFIN, YY, 31-Aug-2021,1010,1140,1140,1065,1065,1065,1126.49,50,0.56,3,40,80
SRTRANSFIN, YZ, 31-Aug-2021,1160,1160,1160,1160,1160,1160,1160,90,1.04,1,90,100
SRTRANSFIN, Z1, 31-Aug-2021,1253,1256.36,1277,1256.3,1277,1260.41,1257.92,129,1.62,6,79,61.24
SRTRANSFIN, Z4, 31-Aug-2021,1021.1,1040,1040,1030,1032,1032,1038.07,248,2.57,4,248,100
SRTRANSFIN, Z5, 31-Aug-2021,1060,1060,1060,1060,1060,1060,1060,1,0.01,1,1,100
SRTRANSFIN, Z6, 31-Aug-2021,1009,985,1000,985,1000,1000,992.5,40,0.4,2,40,100
SRTRANSFIN, ZJ, 31-Aug-2021,1140,1136,1136,1136,1136,1136,1136,25,0.28,1,25,100
SSWL, EQ, 31-Aug-2021,1925.5,1949,1949,1885,1899.5,1898.35,1911.58,44499,850.64,3492,28969,65.1
STAR, EQ, 31-Aug-2021,607.7,609,622.95,608,612,613.4,615.8,592795,3650.42,14192,142125,23.98
STARCEMENT, EQ, 31-Aug-2021,107.5,107.7,108.05,106,106.45,106.25,106.83,254676,272.07,4085,151627,59.54
STARPAPER, EQ, 31-Aug-2021,150.1,151.2,151.2,147,148,147.7,148.91,83780,124.76,3240,29678,35.42
STCINDIA, EQ, 31-Aug-2021,102.4,102,107.05,102,103.25,103.4,104.34,80782,84.29,2322,37195,46.04
STEELCITY, EQ, 31-Aug-2021,63.2,63.9,63.9,61.8,62.6,62.5,62.6,23131,14.48,382,16007,69.2
STEELXIND, EQ, 31-Aug-2021,79.45,79.9,84.6,79.9,81.5,81.7,83.06,1095905,910.27,5581,534890,48.81
STEL, EQ, 31-Aug-2021,139,140,140,132.85,136.3,136.55,135.34,171008,231.44,3740,100607,58.83
