SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
STERTOOLS, EQ, 31-Aug-2021,203.6,207.7,212.95,204.15,208,209.15,208.46,109341,227.94,3330,60433,55.27
STLTECH, EQ, 31-Aug-2021,261.35,262,264.5,257.3,259.2,259,260.56,577001,1503.46,15094,329104,57.04
STOVEKRAFT, EQ, 31-Aug-2021,993.9,995.85,999.35,954.9,961.4,963.8,970.25,848750,8235.04,31109,366841,43.22
STYLAMIND, EQ, 31-Aug-2021,1131.65,1157.95,1159,1099.25,1109,1104.75,1123.11,6255,70.25,1130,3635,58.11
SUBCAPCITY, BE, 31-Aug-2021,22,22,22,22,22,22,22,1,0,1, -, -
SUBEXLTD, EQ, 31-Aug-2021,50.85,51.1,53.55,50.5,51.9,51.85,52.13,10372494,5407,28566,2147270,20.7
SUBROS, EQ, 31-Aug-2021,314.6,312,316.2,312,313.5,313.25,314.07,16058,50.43,1369,7521,46.84
SUDARSCHEM, EQ, 31-Aug-2021,684.1,682.1,696,655,664.75,659.55,669.03,2001546,13390.9,47160,455607,22.76
SUMEETINDS, BE, 31-Aug-2021,7.3,7.1,7.65,7,7.5,7.6,7.33,118888,8.72,288, -, -
SUMICHEM, EQ, 31-Aug-2021,420.75,423,435.75,421,423.8,425.55,428.62,1221602,5236.06,25661,337319,27.61
SUMIT, BE, 31-Aug-2021,13.35,13.65,13.95,12.85,13,13,13.11,26127,3.42,100, -, -
SUMMITSEC, EQ, 31-Aug-2021,654,665,668.95,651.05,665.9,665.2,663.28,3242,21.5,361,1905,58.76
SUNCLAYLTD, EQ, 31-Aug-2021,3655.7,3660,3676,3631.4,3655,3652.6,3651.49,3771,137.7,699,2992,79.34
SUNDARAM, BE, 31-Aug-2021,2,2.05,2.1,1.95,2.05,2.05,2.05,256024,5.24,134, -, -
SUNDARMFIN, EQ, 31-Aug-2021,2600,2610,2610,2590,2590,2602.9,2602,20139,524.02,2621,14889,73.93
SUNDARMHLD, EQ, 31-Aug-2021,78.75,78.95,79.6,77.9,78.25,78.25,78.66,80680,63.46,1297,46105,57.15
SUNDRMBRAK, EQ, 31-Aug-2021,413,413.15,417.95,404.1,409,407.05,410.93,2106,8.65,177,1429,67.85
SUNDRMFAST, EQ, 31-Aug-2021,800.3,807,807.9,780.2,795,796.35,793.87,110984,881.07,10432,52947,47.71
SUNFLAG, EQ, 31-Aug-2021,86.65,86,86.65,83.75,83.8,84.2,85.06,771342,656.07,9600,294132,38.13
SUNPHARMA, EQ, 31-Aug-2021,787.2,787.45,801,783.7,794.85,794.05,793.56,7435465,59005.19,82925,4572128,61.49
SUNTECK, EQ, 31-Aug-2021,357.1,357.2,368.9,357.2,366.9,365.2,363.66,937219,3408.34,40218,209800,22.39
SUNTV, EQ, 31-Aug-2021,485.1,489.2,489.2,479.05,482.5,482.55,482.68,1134382,5475.45,18833,258197,22.76
SUPERHOUSE, EQ, 31-Aug-2021,163.85,165,168.7,163.65,165.6,166.2,166.38,45258,75.3,1331,23887,52.78
SUPERSPIN, BE, 31-Aug-2021,10.3,10.1,10.7,9.8,9.8,10.05,9.94,21572,2.15,98, -, -
SUPPETRO, BE, 31-Aug-2021,629.85,629.95,661.3,627,661.3,661.3,639.17,60460,386.44,944, -, -
SUPRAJIT, EQ, 31-Aug-2021,322.35,323.9,327.7,322.05,325,323.65,325.04,123892,402.7,6731,36988,29.86
SUPREMEENG, EQ, 31-Aug-2021,29.25,30.35,32.15,28.85,32.15,32.15,32.03,783091,250.84,1821,450437,57.52
SUPREMEIND, EQ, 31-Aug-2021,2140.5,2132.05,2210,2125.15,2190,2185.25,2164.48,132336,2864.38,18574,91910,69.45
SURANASOL, EQ, 31-Aug-2021,12.85,13.4,13.4,12.6,12.6,12.75,12.81,34505,4.42,265,23204,67.25
SURANAT&P, EQ, 31-Aug-2021,6.65,6.5,6.65,6.3,6.4,6.4,6.44,103388,6.66,349,70294,67.99
SURANI, SM, 31-Aug-2021,40.55,38.55,38.55,38.55,38.55,38.55,38.55,2000,0.77,1,2000,100
SURYALAXMI, BE, 31-Aug-2021,55.9,57.45,58.6,56.25,56.25,56.8,57.46,6151,3.53,67, -, -
SURYAROSNI, EQ, 31-Aug-2021,515.6,523,539.8,513.4,529,529.2,523.87,158921,832.53,6944,73858,46.47
SURYODAY, EQ, 31-Aug-2021,154.75,155,156,150.4,151.95,152.5,153.63,144753,222.39,4101,56883,39.3
SUTLEJTEX, EQ, 31-Aug-2021,63.75,63,63.7,61.5,62.45,62.3,62.79,114532,71.92,2558,48426,42.28
SUULD, EQ, 31-Aug-2021,512.7,502.55,522.6,495.05,508.1,502.2,504.2,55727,280.97,1445,48834,87.63
SUVEN, EQ, 31-Aug-2021,83.85,84.45,84.5,82.5,82.85,83.15,83.88,195805,164.24,1944,135015,68.95
SUVENPHAR, EQ, 31-Aug-2021,545.3,546,552.35,532.2,536,536.05,538.54,329638,1775.23,9468,230583,69.95
SUVIDHAA, EQ, 31-Aug-2021,21.1,20.8,21.9,20.5,21,20.95,20.98,48094,10.09,408,40304,83.8
SUZLON, EQ, 31-Aug-2021,6.2,6.2,6.25,5.95,6.1,6.05,6.08,25099694,1527.11,14458,11784683,46.95
SVLL, SM, 31-Aug-2021,98,101,101,101,101,101,101,1000,1.01,1,1000,100
SVPGLOB, EQ, 31-Aug-2021,136.55,136.7,142,134,135.8,135.7,137.86,144113,198.67,3961,94527,65.59
SWANENERGY, EQ, 31-Aug-2021,138.75,136.1,138.4,135.05,136,135.85,136.37,251693,343.25,4488,78262,31.09
SWARAJENG, EQ, 31-Aug-2021,1670.2,1671,1685,1660.2,1675.5,1672.6,1676.36,12838,215.21,1720,5457,42.51
SWELECTES, EQ, 31-Aug-2021,217.2,214.1,218.9,214.1,215,215.6,216.29,14159,30.63,608,8415,59.43
SWSOLAR, EQ, 31-Aug-2021,321.6,321.5,321.5,307.75,310.55,311.75,313.98,1191032,3739.58,18738,402796,33.82
SYMPHONY, EQ, 31-Aug-2021,957.65,962.65,962.9,946,949.4,947.75,952.08,26930,256.4,2928,12462,46.28
SYNGENE, EQ, 31-Aug-2021,630.1,630.05,659,628.55,647,641.35,646.92,1865150,12066.1,65088,673303,36.1
TAINWALCHM, BE, 31-Aug-2021,80.95,80,82.5,78.6,78.85,79.55,79.35,2693,2.14,71, -, -
TAJGVK, EQ, 31-Aug-2021,123.6,122.7,124.2,121,122,122.55,122.59,54525,66.84,1664,29286,53.71
TAKE, EQ, 31-Aug-2021,52.2,52.5,53.75,52,52.15,52.15,52.73,705828,372.21,4595,250192,35.45
TALBROAUTO, EQ, 31-Aug-2021,281.7,280.8,286.15,276.8,279.7,277.95,280.66,30413,85.36,1745,15613,51.34
TANLA, BE, 31-Aug-2021,881.45,882,900,855.1,898,890.35,886.02,64019,567.22,2101, -, -
TANTIACONS, BZ, 31-Aug-2021,7.1,7.1,7.25,6.85,6.9,6.9,7.15,3913,0.28,34, -, -
TARAPUR, EQ, 31-Aug-2021,4.45,4.65,4.65,4.35,4.35,4.4,4.44,5992,0.27,33,5598,93.42
TARC, BE, 31-Aug-2021,37.45,37.05,37.85,36.5,36.6,36.7,36.98,152418,56.36,632, -, -
TARMAT, EQ, 31-Aug-2021,59.3,60.95,69,60.75,65.4,65.45,65.8,833166,548.18,11530,189853,22.79
TASTYBITE, EQ, 31-Aug-2021,18709.3,18899,18990,18501,18692,18643.9,18786.84,1146,215.3,790,377,32.9
TATACAPHSG, N2, 31-Aug-2021,1064.99,1061,1061,1056.01,1060,1060,1058.55,131,1.39,8,131,100
TATACAPHSG, N4, 31-Aug-2021,1055,1026.26,1060,1026,1060,1060,1047.54,380,3.98,8,300,78.95
TATACAPHSG, N6, 31-Aug-2021,1110,1073.3,1073.3,1073,1073,1073,1073.19,40,0.43,2,40,100
TATACHEM, EQ, 31-Aug-2021,834.4,837.9,860.8,836.65,845.5,844.65,849.9,4538227,38570.58,91426,1130255,24.91
TATACOFFEE, EQ, 31-Aug-2021,198.95,201.2,216.25,201.2,213,213.15,211.47,16750725,35422.88,120171,2193426,13.09
TATACOMM, EQ, 31-Aug-2021,1426.85,1429.95,1450,1405,1410.55,1419.15,1429.5,206609,2953.48,14936,100948,48.86
TATACONSUM, EQ, 31-Aug-2021,860.5,862,867.7,856.45,866.75,864.95,862.94,2132008,18398.03,43049,1188837,55.76
TATAELXSI, EQ, 31-Aug-2021,4826.75,4840,4860,4750,4800,4770.95,4803.12,137157,6587.81,23608,75735,55.22
TATAINVEST, EQ, 31-Aug-2021,1258.55,1264.9,1294.5,1251.65,1260,1260.65,1274.37,78520,1000.64,6226,20564,26.19
TATAMETALI, EQ, 31-Aug-2021,1062.2,1071.5,1071.5,1045.2,1054,1054,1055.2,157844,1665.56,8859,72272,45.79
TATAMOTORS, EQ, 31-Aug-2021,291.95,291.75,291.95,286.1,287.6,287.3,287.52,36951003,106240.19,233033,17985906,48.68
TATAMTRDVR, EQ, 31-Aug-2021,139.7,139.9,140.5,135.5,136.5,136.55,137.79,2899872,3995.75,15991,1426513,49.19
TATAPOWER, EQ, 31-Aug-2021,129.15,130.3,130.7,128.25,129,129.05,129.22,24301446,31402.49,99907,7837334,32.25
TATASTEEL, EQ, 31-Aug-2021,1440.6,1445,1459,1432,1447.1,1450.25,1449.25,24752108,358719.18,241285,10449451,42.22
TATASTLBSL, BE, 31-Aug-2021,93.75,94.5,95,93.2,94.5,94.4,94.33,2060494,1943.7,11273, -, -
TATASTLLP, BE, 31-Aug-2021,928,928,931.95,910.95,920,918.95,920.83,32108,295.66,1335, -, -
TATVA, EQ, 31-Aug-2021,2077.25,2088,2100,2051,2061,2060.8,2073.65,71756,1487.97,12458,32398,45.15
TBZ, EQ, 31-Aug-2021,74.3,74.5,77.85,73.75,75.8,76.05,76.11,573751,436.69,7408,108722,18.95
TCFSL, NB, 31-Aug-2021,1082.2,1082,1084,1082,1082.55,1082.98,1082.86,2737,29.64,25,2697,98.54
TCFSL, ND, 31-Aug-2021,1123.92,1123.9,1123.9,1123.9,1123.9,1123.9,1123.9,20,0.22,1,20,100
TCFSL, NH, 31-Aug-2021,1018.9,1024,1024,1019.05,1020,1020.02,1020.56,281,2.87,13,201,71.53
TCFSL, NL, 31-Aug-2021,1090,1095,1095,1093,1093,1093,1094,105,1.15,4,100,95.24
TCI, EQ, 31-Aug-2021,405.65,409,415,403.6,412.5,408.6,408.14,53778,219.49,3193,40730,75.74
TCIDEVELOP, EQ, 31-Aug-2021,322.15,322,322.05,314.85,319.95,317.9,317.42,264,0.84,43,213,80.68
TCIEXP, EQ, 31-Aug-2021,1506.25,1506.25,1519,1450,1461,1462.7,1488.04,47189,702.19,6643,18302,38.78
TCNSBRANDS, EQ, 31-Aug-2021,589.75,597.4,597.4,583.05,588.1,591.05,589.65,45089,265.87,2937,24482,54.3
TCPLPACK, EQ, 31-Aug-2021,533.95,541.75,541.75,533,534,534.15,534.46,8824,47.16,367,6198,70.24
TCS, EQ, 31-Aug-2021,3701.3,3709.4,3804.1,3703.45,3797.9,3786.45,3763.43,3207480,120711.11,118247,1862272,58.06
TDPOWERSYS, EQ, 31-Aug-2021,282.8,285,294.9,275,276.2,277.25,283.3,84866,240.43,5147,27154,32
TEAMLEASE, EQ, 31-Aug-2021,4019.6,4075,4159,4028,4120,4116.05,4115.85,38267,1575.01,4218,28209,73.72
TECHIN, EQ, 31-Aug-2021,5.7,5.6,5.85,5.5,5.55,5.55,5.62,14823,0.83,78,9961,67.2
TECHM, EQ, 31-Aug-2021,1419.2,1424.8,1454,1406.95,1450.15,1447.65,1431.36,6392991,91506.69,152978,3618742,56.6
TECHNOE, EQ, 31-Aug-2021,288.05,290.95,293.35,285,288.5,287.9,289.24,205907,595.56,14259,142619,69.26
TEJASNET, BE, 31-Aug-2021,374.45,377.9,377.9,365,367,367.2,369.21,123158,454.71,5012, -, -
TEMBO, EQ, 31-Aug-2021,251.9,251.9,254,247,253,252.85,250.64,180913,453.44,727,45622,25.22
TERASOFT, BE, 31-Aug-2021,53.4,55,55,50.75,54,53.15,52.23,31529,16.47,344, -, -
TEXINFRA, EQ, 31-Aug-2021,59.5,59.3,59.45,57.6,58,58.4,58.66,30650,17.98,235,22347,72.91
TEXMOPIPES, EQ, 31-Aug-2021,48.3,49.2,49.25,47.2,47.65,47.75,47.94,56893,27.28,1015,34967,61.46
TEXRAIL, EQ, 31-Aug-2021,33.05,33,33.4,32.5,32.5,32.6,32.87,305909,100.54,1785,172344,56.34
TFCILTD, EQ, 31-Aug-2021,63.7,64,66.5,63.35,64.6,65,65.04,231552,150.6,3857,115568,49.91
TFL, EQ, 31-Aug-2021,4.7,4.9,4.9,4.5,4.5,4.5,4.63,13363,0.62,56,6091,45.58
TGBHOTELS, EQ, 31-Aug-2021,7.3,7.3,7.45,6.85,7.45,7.35,7.34,39412,2.89,118,31262,79.32
THANGAMAYL, EQ, 31-Aug-2021,1003.55,1040,1055,982.9,1005.1,1020.25,1016.9,81109,824.8,8258,24934,30.74
THEINVEST, EQ, 31-Aug-2021,125.4,130.25,130.25,122.5,124.9,124.05,125.64,19338,24.3,357,15291,79.07
THEJO, SM, 31-Aug-2021,2807.5,2949,2949,2763.05,2763.05,2781.5,2855.07,4300,122.77,39,2500,58.14
THEMISMED, EQ, 31-Aug-2021,1089.2,1099.95,1167,1088.6,1132,1136.75,1137.23,35137,399.59,3428,23449,66.74
THERMAX, EQ, 31-Aug-2021,1399.95,1381.75,1414.2,1381.75,1409,1407.55,1400.36,35921,503.02,4422,15249,42.45
THOMASCOOK, EQ, 31-Aug-2021,59.1,59.2,59.9,58.15,59,58.9,58.81,136402,80.22,1745,73973,54.23
THOMASCOTT, BE, 31-Aug-2021,18,17.1,18.9,17.1,17.2,17.2,18.41,5765,1.06,21, -, -
THYROCARE, EQ, 31-Aug-2021,1222.7,1232,1319,1221.25,1297.8,1297.7,1290.52,364379,4702.4,18114,141109,38.73
TI, BE, 31-Aug-2021,40.45,41.3,41.3,39.4,39.5,39.7,39.91,77222,30.82,390, -, -
TIDEWATER, BE, 31-Aug-2021,1789.45,1837,1837,1780,1795,1786.1,1793.36,9689,173.76,1717, -, -
TIIL, EQ, 31-Aug-2021,808.3,811.95,865,807.3,818.75,820.55,845.34,118495,1001.68,9240,40285,34
TIINDIA, EQ, 31-Aug-2021,1316.05,1316,1398,1281,1391.3,1364.65,1339.68,224732,3010.69,16064,148504,66.08
TIJARIA, BE, 31-Aug-2021,6.45,6.6,6.6,6.25,6.35,6.45,6.49,18833,1.22,37, -, -
TIL, EQ, 31-Aug-2021,161,160.25,163.25,154,154.65,155.3,158.93,19609,31.17,743,7655,39.04
TIMESGTY, EQ, 31-Aug-2021,44.8,46.75,46.75,44,44,44.9,45.3,9580,4.34,169,3001,31.33
TIMETECHNO, EQ, 31-Aug-2021,73.7,74.1,76.65,74,75,74.75,74.93,1579512,1183.52,7611,896327,56.75
TIMKEN, EQ, 31-Aug-2021,1718.65,1718.65,1723.1,1651.55,1660.5,1660.65,1678.86,46411,779.18,5386,23115,49.81
TINPLATE, EQ, 31-Aug-2021,232.8,234.4,243,233.15,239.95,239.15,239.72,663300,1590.04,13928,199752,30.11
TIPSINDLTD, BE, 31-Aug-2021,1144.45,1111,1185,1111,1175.1,1173.05,1162.45,5394,62.7,379, -, -
TIRUMALCHM, EQ, 31-Aug-2021,211.2,212,213.5,204.3,207.95,208.9,209.22,1447419,3028.35,20377,560266,38.71
TIRUPATIFL, BE, 31-Aug-2021,88.5,87,91.95,84.1,84.1,84.1,84.12,29551,24.86,126, -, -
TITAN, EQ, 31-Aug-2021,1878.45,1878.45,1925,1875.55,1920,1921.6,1907.3,1816071,34637.9,65495,909387,50.07
TMRVL, EQ, 31-Aug-2021,16.4,16.65,16.65,15.65,15.65,15.85,15.97,88071,14.07,424,70981,80.6
TNPETRO, EQ, 31-Aug-2021,119.6,120.6,122.6,119.5,120.5,120.65,120.77,268564,324.34,4526,155968,58.07
TNPL, EQ, 31-Aug-2021,135.45,136.15,136.95,134.4,135,134.85,135.58,95402,129.35,1984,47320,49.6
TNTELE, BE, 31-Aug-2021,10.4,10.9,10.9,10.9,10.9,10.9,10.9,2143,0.23,11, -, -
TOKYOPLAST, EQ, 31-Aug-2021,106.7,105.2,108,104.35,105.75,105.1,105.88,13219,14,759,8921,67.49
TORNTPHARM, EQ, 31-Aug-2021,3092.4,3089.2,3157.9,3070.4,3100,3105.9,3115,303454,9452.61,18422,145509,47.95
TORNTPOWER, EQ, 31-Aug-2021,490.85,494.9,494.9,478.5,483,481.5,484.68,934369,4528.66,18918,337012,36.07
TOTAL, EQ, 31-Aug-2021,49.5,50.4,54.85,49.85,53,52.55,52.77,53733,28.36,613,22603,42.07
TOUCHWOOD, BE, 31-Aug-2021,124.9,125,125,122,125,123.4,123.19,3566,4.39,32, -, -
TPLPLASTEH, EQ, 31-Aug-2021,313,316.85,324,315,316.45,318.1,321.49,38238,122.93,2066,6404,16.75
TRANSWIND, SM, 31-Aug-2021,4.2,4.4,4.4,4.4,4.4,4.4,4.4,8000,0.35,2,8000,100
TREEHOUSE, BE, 31-Aug-2021,8.9,9.3,9.3,8.5,8.55,8.6,8.71,27900,2.43,83, -, -
TREJHARA, EQ, 31-Aug-2021,60.25,59.95,61.35,59.05,59.8,59.95,59.98,29289,17.57,415,21881,74.71
TRENT, EQ, 31-Aug-2021,991.3,995,1014.95,976,1002,1006.9,999.99,968660,9686.47,27210,356037,36.76
TRF, EQ, 31-Aug-2021,110.65,112,116,107.25,110.9,111.5,112.69,22927,25.84,650,11678,50.94
TRIDENT, EQ, 31-Aug-2021,20.2,20.4,21.2,20.15,20.65,20.65,20.8,18666411,3882.83,28181,7662558,41.05
TRIGYN, EQ, 31-Aug-2021,116.5,117,119.75,110.7,112.5,111.6,113.01,288984,326.59,4090,203145,70.3
TRIL, EQ, 31-Aug-2021,28.55,29.35,29.35,27.5,27.5,27.95,28.19,136451,38.46,724,100086,73.35
TRITURBINE, EQ, 31-Aug-2021,122.9,124.6,135.95,122.75,128.95,129.1,130.61,1873497,2447.05,32704,577603,30.83
TRIVENI, EQ, 31-Aug-2021,170.85,174,176.45,172.8,172.8,173.25,174.26,251623,438.48,6404,112006,44.51
TTKHLTCARE, EQ, 31-Aug-2021,697.55,701.95,708,689,691.7,693.15,695.32,5758,40.04,606,3962,68.81
TTKPRESTIG, EQ, 31-Aug-2021,8805.15,8880,8880,8766.35,8875,8826.3,8810.89,6115,538.79,997,4689,76.68
TTL, EQ, 31-Aug-2021,66.15,66.2,67.7,63.55,63.7,63.9,65.05,25253,16.43,513,16807,66.55
TTML, BE, 31-Aug-2021,37.8,37.8,37.8,36.4,36.8,36.75,36.92,1012782,373.94,6176, -, -
TV18BRDCST, EQ, 31-Aug-2021,34.5,34.55,35.4,34.5,35.1,35.1,35.01,2808377,983.22,6365,1096375,39.04
TVSELECT, EQ, 31-Aug-2021,165.3,166.85,168,165,166.1,166.55,166.64,26773,44.61,839,13963,52.15
TVSMOTOR, EQ, 31-Aug-2021,519.8,537,537,518.2,525.5,525.15,524.04,4309112,22581.38,63038,1013814,23.53
TVSSRICHAK, EQ, 31-Aug-2021,2100.25,2110.8,2190.65,2093.75,2182,2180.6,2160.51,27138,586.32,3412,18551,68.36
TVTODAY, EQ, 31-Aug-2021,289.2,289.2,293,287.25,290,290.1,290.48,37896,110.08,1409,18761,49.51
TVVISION, BE, 31-Aug-2021,3.35,3.2,3.2,3.2,3.2,3.2,3.2,10,0,1, -, -
TWL, EQ, 31-Aug-2021,96.8,97.2,97.45,92.5,92.9,93.15,94.59,862209,815.56,7952,347795,40.34
UBL, EQ, 31-Aug-2021,1469.15,1471,1491,1469.75,1473.45,1475,1479.83,347346,5140.12,14906,118370,34.08
UCALFUEL, EQ, 31-Aug-2021,151.9,151.9,157.8,150,152,152.05,153.88,82027,126.22,2483,32184,39.24
UCOBANK, EQ, 31-Aug-2021,12.95,12.9,13.1,12.75,12.8,12.8,12.88,3394160,437.27,25261,1191151,35.09
UFLEX, EQ, 31-Aug-2021,480.5,484.7,485.5,476.75,479,478.8,480.75,165424,795.28,6304,53449,32.31
UFO, EQ, 31-Aug-2021,91,91.65,91.75,81.6,89.3,89.35,88.9,193190,171.75,3278,100186,51.86
UGARSUGAR, EQ, 31-Aug-2021,27.85,28.4,28.45,27.55,27.55,27.7,27.92,110301,30.79,943,65583,59.46
UGROCAP, EQ, 31-Aug-2021,117.55,119.8,119.8,116,117.2,117.1,117.63,35710,42,418,29885,83.69
UJAAS, EQ, 31-Aug-2021,2.6,2.65,2.7,2.6,2.65,2.65,2.65,454020,12.03,498,295741,65.14
UJJIVAN, EQ, 31-Aug-2021,157.25,158,159.25,153,153.75,153.8,155.92,2024124,3156.08,6932,1790610,88.46
UJJIVANSFB, EQ, 31-Aug-2021,20,20.1,20.15,19.75,19.8,19.8,19.92,2691115,536.13,8505,1668154,61.99
ULTRACEMCO, EQ, 31-Aug-2021,7703.8,7734,7860,7666.65,7828,7832.45,7805.65,475968,37152.42,51995,243904,51.24
UMANGDAIRY, EQ, 31-Aug-2021,73.55,74.6,78.5,73.2,75.35,75.6,76.27,77195,58.88,1267,23827,30.87
UMESLTD, EQ, 31-Aug-2021,3.6,3.55,3.8,3.5,3.6,3.6,3.66,16860,0.62,190,11732,69.58
UNICHEMLAB, EQ, 31-Aug-2021,291,286.3,299.75,286.3,292.55,291.9,294.88,69181,204,8920,26178,37.84
UNIDT, EQ, 31-Aug-2021,327,329,333,326.6,327,327.9,328.45,21212,69.67,1778,10794,50.89
UNIENTER, EQ, 31-Aug-2021,128.3,129.35,129.5,126.05,126.6,126.65,127.38,6145,7.83,374,3763,61.24
UNIINFO, SM, 31-Aug-2021,24.6,23.85,25,23.85,25,25,24.43,4000,0.98,2,4000,100
UNIONBANK, EQ, 31-Aug-2021,34.9,34.8,36.35,34.6,35.35,35.4,35.44,8484467,3007.08,12547,2762590,32.56
UNITECH, BZ, 31-Aug-2021,1.85,1.8,1.9,1.8,1.9,1.85,1.85,2172525,40.26,914, -, -
UNITEDTEA, EQ, 31-Aug-2021,413.35,414.85,425.2,410.1,412.6,411.3,417.48,5718,23.87,370,2187,38.25
UNIVASTU, EQ, 31-Aug-2021,51.25,54.55,54.55,48.5,48.55,48.75,50.34,8585,4.32,214,5697,66.36
UNIVCABLES, EQ, 31-Aug-2021,165.75,166,167.5,164.15,165.05,166.3,166.02,26174,43.45,545,18284,69.86
UNIVPHOTO, EQ, 31-Aug-2021,312.25,318.5,321,310,316.6,315.55,314.86,7790,24.53,256,6974,89.53
UPL, EQ, 31-Aug-2021,740.45,743,747.35,735.45,739.9,741.25,742.06,3074791,22816.94,41640,1695062,55.13
URJA, EQ, 31-Aug-2021,6.35,6.4,6.45,6.25,6.35,6.3,6.31,1647389,103.95,4282,885080,53.73
URJAPP, X1, 31-Aug-2021,2,1.95,2.05,1.9,2.05,2,1.98,96344,1.91,85,86211,89.48
USHAMART, EQ, 31-Aug-2021,69.85,70.25,71.7,69.6,70.4,70.15,70.59,896209,632.68,4020,546699,61
UTIAMC, EQ, 31-Aug-2021,1153.55,1161,1214.55,1149,1196,1195.35,1176.53,290226,3414.59,18251,164106,56.54
UTIBANKETF, EQ, 31-Aug-2021,36.22,36.95,36.95,36.22,36.4,36.4,36.55,8239,3.01,131,5764,69.96
UTINEXT50, EQ, 31-Aug-2021,42.09,42.97,43.05,42.09,42.99,42.99,42.87,125648,53.86,138,122239,97.29
UTINIFTETF, EQ, 31-Aug-2021,1775.85,1846.9,1846.9,1775.85,1786.3,1785.54,1785.22,475,8.48,76,413,86.95
UTISENSETF, EQ, 31-Aug-2021,591.78,595.99,599.9,592.7,599.9,598.52,595.9,835,4.98,76,639,76.53
UTISXN50, EQ, 31-Aug-2021,46.55,47.74,47.74,45.59,46.7,46.57,46.54,1044,0.49,41,958,91.76
UTTAMSTL, BE, 31-Aug-2021,4.55,4.6,4.65,4.35,4.45,4.4,4.44,184155,8.18,374, -, -
UTTAMSUGAR, BE, 31-Aug-2021,196.9,200.9,200.9,194.95,195,195.45,197.27,8981,17.72,270, -, -
UWCSL, SM, 31-Aug-2021,29.9,29.5,31.2,29.5,31.2,31.2,30.35,8000,2.43,2,4000,50
V2RETAIL, EQ, 31-Aug-2021,108.2,107.1,108.55,107.05,107.8,107.9,107.71,16430,17.7,506,10560,64.27
VADILALIND, EQ, 31-Aug-2021,1091.85,1097.25,1099,1081.8,1094.9,1090.85,1089.26,8651,94.23,917,5263,60.84
VAIBHAVGBL, EQ, 31-Aug-2021,723.55,729.9,729.9,719.25,725,724.15,724.18,49199,356.29,7574,29247,59.45
VAISHALI, EQ, 31-Aug-2021,38.85,38.7,39.15,37.7,38.25,38.5,38.38,69367,26.63,747,48205,69.49
VAKRANGEE, EQ, 31-Aug-2021,40.55,40,40.8,38.8,39.2,39.1,39.63,4101035,1625.04,11978,2206674,53.81
VALIANTORG, EQ, 31-Aug-2021,1300.25,1305,1305,1280,1287,1283.45,1288.78,44558,574.25,3059,31808,71.39
VARDHACRLC, EQ, 31-Aug-2021,64.65,64.5,65.35,63.6,64.5,64.7,64.6,175536,113.39,2113,97816,55.72
VARDMNPOLY, BE, 31-Aug-2021,23.6,23.75,24.75,23.75,24.75,24.7,24.54,42433,10.41,213, -, -
VARROC, EQ, 31-Aug-2021,289.15,293,294,285,287.2,286.75,289.21,135761,392.64,4248,86255,63.53
VASCONEQ, EQ, 31-Aug-2021,25.15,25.5,25.55,24.5,24.8,24.55,24.79,253570,62.87,745,194067,76.53
VASWANI, EQ, 31-Aug-2021,11.8,12.25,12.25,11.6,11.6,11.75,11.85,22615,2.68,96,17571,77.7
VBL, EQ, 31-Aug-2021,848.6,849,859,830,844,846.95,849.01,369194,3134.51,18076,190794,51.68
VCL, SM, 31-Aug-2021,57.6,58,59.5,58,59.5,59.5,59.31,24000,14.24,2,24000,100
VEDL, EQ, 31-Aug-2021,298.6,299.85,305.9,294.55,303.15,302.8,301.47,27040537,81519.14,129266,11637937,43.04
VENKEYS, EQ, 31-Aug-2021,2815,2828.9,2965,2811,2890,2893.75,2906.29,167821,4877.37,20283,34296,20.44
VENUSREM, EQ, 31-Aug-2021,480.5,484.95,493.55,477,477.65,478.05,482.81,48463,233.99,2964,19433,40.1
VERTOZ, EQ, 31-Aug-2021,105.15,108,108,102.5,104.9,103.85,104.5,127642,133.38,3363,53903,42.23
VESUVIUS, EQ, 31-Aug-2021,1208.45,1229.75,1229.75,1179.75,1187.9,1184.45,1202,6448,77.51,626,4397,68.19
VETO, EQ, 31-Aug-2021,107.85,106.5,110.4,105.7,106.5,106.7,107.63,78101,84.06,2790,35719,45.73
VGUARD, EQ, 31-Aug-2021,241.65,243.9,245.05,238.7,244.6,243.45,241.36,844062,2037.21,13256,545502,64.63
VHL, EQ, 31-Aug-2021,3174.1,3275,3450,3251.05,3290,3298.25,3357.29,6417,215.44,2032,2160,33.66
VICEROY, BZ, 31-Aug-2021,2.75,2.75,2.8,2.75,2.8,2.8,2.75,3879,0.11,11, -, -
VIDHIING, EQ, 31-Aug-2021,338.85,344,353.45,337,338.5,340.1,346.65,179385,621.84,6570,71407,39.81
VIJIFIN, BE, 31-Aug-2021,1.55,1.6,1.6,1.5,1.5,1.55,1.52,201324,3.05,195, -, -
VIKASECO, EQ, 31-Aug-2021,2.2,2.25,2.25,2.2,2.2,2.2,2.22,3062876,67.95,991,2149012,70.16
